sentence,label
I've noticed issues with instability with unclear policies. Hope this improves over time.,negative
Always impressed by the well-compensated and extra perks options. Encourages me to stay longer.,positive
Always impressed by the trusted leadership and encouraging boss. Encourages me to stay longer.,positive
I've noticed issues with lack of transparency with frequent leadership changes. Would like to see some changes.,negative
There are moments where being underpaid and the salary not being competitive. Makes me consider leaving.,negative
Often frustrated due to lack of mental health and wellness support. Affects overall morale.,negative
I admire the bonuses and great insurance options. Encourages me to stay longer.,positive
Happy to have the competitive salary and good benefits. Promotes healthy work-life balance.,positive
It's been difficult collaborating with a toxic culture and unfair treatment. Hope this improves over time.,negative
It's been difficult collaborating with being underpaid and the salary not being competitive. Makes me consider leaving.,negative
Love the way the wellness programs and mental health support. Encourages me to stay longer.,positive
I've noticed issues with lack of mental health and wellness support. This is causing dissatisfaction.,negative
I've noticed issues with poor leadership and lack of feedback. Affects overall morale.,negative
I'm grateful for the wellness programs and mental health support. Fosters a sense of belonging.,positive
I've learned a lot from the inclusive and team-oriented culture. Promotes healthy work-life balance.,positive
Unhappy with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
It's been difficult collaborating with long hours and feeling burned out. This is causing dissatisfaction.,negative
It's been difficult collaborating with long hours and feeling burned out. Affects overall morale.,negative
It's great working with the flexible hours and remote work options. Keeps me motivated and satisfied.,positive
I'm grateful for the bonuses and great insurance options. Promotes healthy work-life balance.,positive
I've noticed issues with being underpaid and the salary not being competitive. Hope this improves over time.,negative
Always impressed by the friendly environment and belongingness culture. Promotes healthy work-life balance.,positive
Often frustrated due to being underpaid and the salary not being competitive. Affects overall morale.,negative
There are moments where no growth opportunities or promotions. Would like to see some changes.,negative
I feel a bit challenged working with career is stagnant or promotions. Hope this improves over time.,negative
Often frustrated due to being underpaid and the salary not being competitive. This is causing dissatisfaction.,negative
I admire the opportunities for training support and clear career ladder. Encourages me to stay longer.,positive
